Area (sq. ft.),Labor Cost (₹),Material Type,Pipes (₹),Lights (₹),Fans (₹),Steel (₹),Bricks (₹),Total Cost (₹)
3204,95220,0,14829,2102,3612,81494,91539,5385055
4393,141136,1,7786,7460,9548,139345,63657,7099133
3881,77404,0,16005,5685,9505,176958,94550,7512975
3571,80403,1,13418,7164,6226,101477,69371,4649864
3494,56247,1,7808,8488,5692,118740,63645,4126730
2000,113315,1,14496,2048,7674,174360,20757,4109059
2942,121126,1,10789,14406,3723,52245,62535,4666511
2225,100277,1,13705,6947,9824,52531,86878,3826375
2065,77502,0,5211,11617,6179,120840,57736,4073284
2243,139710,0,19884,10659,9145,72036,84264,4700159
825,112676,1,5769,10238,8248,178016,52940,1748287
4917,56607,0,16503,14288,4942,127902,71432,9202539
2730,114540,0,12531,14448,7030,160246,92611,4618664
3166,93543,1,13622,6719,5223,123042,31912,3645564
1709,142260,0,18919,14310,4816,95802,84744,3703413
4861,147117,0,8258,5827,7185,170942,28942,9204436
1341,77001,0,5259,3293,4912,99522,69802,2611128
4924,108294,1,6754,8100,4858,76992,69236,7473783
4401,72191,0,15589,8908,6323,137749,32311,8822212
3936,86957,0,17994,12155,8214,73152,84256,6146763
2571,132328,1,5045,3316,4626,128433,91394,4889284
1784,110614,0,5876,9750,5764,190937,99330,2385728
1878,62802,1,13154,2498,8038,159671,26460,2661643
3158,135737,0,7917,11892,6552,113719,84340,4857797
4061,76031,1,6955,2486,6416,176491,90894,6880924
2387,111940,1,14792,9579,8494,64116,24884,4643663
4512,141755,1,7274,6474,8178,51627,81152,5995273
2478,147000,0,12735,10966,6471,123856,44121,4742002
4916,74431,1,6739,7740,9062,139258,55783,9684214
4798,145144,0,10666,2888,7837,192216,90876,9174551
3661,53671,0,8190,6787,5101,144704,24340,6182448
2724,70668,0,18549,13920,9906,193315,69604,5306381
2579,57573,0,18412,13965,8678,60602,23519,5024826
1453,132782,1,19048,9332,5995,73401,49179,2649297
3367,73542,1,5333,6109,5705,98080,92921,6476503
2790,96598,1,6530,12483,5256,127682,90859,4404350
569,95258,0,5555,13698,5165,174534,43418,1203918
1594,135431,1,15240,9736,7312,128203,33940,2107725
4753,135493,0,13922,9171,9777,182677,34395,9337663
1048,39782,0,9823,12453,4177,198793,86032,1546168
2339,70862,1,9033,12288,6601,71939,62494,3318240
2451,121977,1,6163,3104,4328,58389,44829,3567891
1558,71006,0,11028,11069,6264,116904,76225,2031069
4051,149529,0,18210,2180,3877,78902,78225,8115946
3007,149322,1,14491,6767,9022,113063,49704,6366260
4407,125615,1,17654,2869,4181,188190,27752,8686183
3990,135953,1,17911,13640,8728,53721,27039,5728988
4963,117087,0,7020,10408,9296,177051,75824,5633826
3459,34774,0,12685,7385,7888,187508,79494,4421355
1382,100615,1,11023,4810,8018,148018,27649,2849175
3125,60715,0,12444,10816,3034,191115,21935,4318728
2653,42180,0,8686,8333,9250,194986,57304,5341820
4066,86400,1,6940,14747,8457,161986,94587,7934754
759,129957,1,9396,2631,6485,83090,42808,1313208
2008,111964,0,8071,9567,9413,135171,58677,3733319
812,132674,0,18381,2130,4698,157938,99649,1586613
3178,50148,1,12016,13480,8665,76301,68014,4189726
2344,82184,1,8499,10721,6590,146651,89391,4171259
3084,74342,1,14402,12025,5787,75329,38725,5987027
4514,83479,1,9253,14519,5471,140652,38773,9089691
3751,62853,1,12817,8559,9331,187501,52604,4404957
2033,106904,0,14546,3147,5548,137701,66506,3218640
1923,44066,1,16520,2561,9945,103556,64904,3426854
2520,140768,1,11025,14464,7364,183909,37878,3867145
2191,125977,0,12576,5586,7089,155403,60120,3253751
2228,146301,1,11607,3095,5307,188160,27205,4429543
827,111084,0,15322,4172,9028,58582,22070,1694391
2088,69995,1,12753,12622,8167,105306,70211,3989041
4253,66059,0,12022,9172,3107,52063,94161,8311011
3394,38779,0,9109,2083,9870,57349,35244,5225472
597,71562,1,18442,4987,4372,83842,58253,1408781
2847,94627,1,8267,14952,6616,119781,29091,3252253
1597,111687,0,12072,8875,5582,72309,64835,3449285
584,94981,0,14427,7142,7674,98694,79838,1423588
1777,78294,1,19542,7079,5719,187640,54515,3724866
3211,115436,0,10254,2905,6510,194245,68604,5496272
1018,113176,0,9203,8793,3514,140273,65949,1912857
4023,40353,0,10890,5232,8003,131890,34645,4857986
683,142123,1,9726,5144,9267,197978,81518,1265612
1472,143251,0,15970,11312,4219,75806,74732,2173940
3885,126406,1,17452,11801,5592,191581,56923,4981310
2888,42871,0,16100,10730,8151,184124,88237,4857864
4822,114955,0,11297,8205,5704,158880,47195,6771790
4327,73377,1,9442,10593,7019,90468,74805,6370962
2811,103052,1,6048,14550,4608,118709,47072,3279226
2997,51670,1,6959,2198,6844,82597,21600,4913075
3979,40311,0,14770,7333,5556,53068,23998,6734915
4765,34955,0,8698,8921,5324,93579,74134,6584051
1065,73360,1,13541,11723,4282,50545,33280,1491515
2435,43322,0,10675,6122,8350,139152,96901,4453098
1326,139284,1,12891,7100,7388,192550,89013,2045256
3617,128941,0,6478,13843,9379,107091,37532,6874833
849,30152,1,6820,2971,3544,72888,60406,1589354
598,43473,1,14433,7314,6842,174215,23009,1109277
2269,101445,0,8930,7558,4711,146079,92136,4669075
2304,57009,1,10365,13055,5705,91993,38435,2947205
1560,147426,1,19648,10042,5690,54311,20216,2855179
4009,111039,1,14067,4370,3644,156235,99054,6973011
3556,95674,1,16912,14632,8323,156377,28663,4109246
4670,44541,1,19101,10089,8647,130062,68743,7898547
2605,101775,0,11603,14199,3858,97322,56295,4698486
3590,145413,1,14733,9981,7680,149736,44218,7329136
901,141971,0,10786,11825,9833,63692,91386,1869242
687,107270,1,19591,7321,5042,84008,87500,1430535
4484,81517,0,16897,9618,6317,127929,76674,8629149
638,110383,1,8701,10951,5232,102377,43228,1244587
642,30018,0,16730,3371,4592,141627,92037,1479615
4703,72396,1,14011,4058,8482,112041,82685,9065865
720,81113,1,8909,10626,9229,76213,55164,1495888
4740,106182,0,18817,5103,7928,110191,25885,6647620
2923,146539,0,17208,2839,9968,128054,55076,5010777
4600,69880,0,13400,8291,5750,101600,24433,8990485
4528,117441,1,6884,13908,7290,120200,60758,7836732
887,88206,0,9502,8412,5052,198437,95514,2037214
4338,46484,1,7128,9801,3405,161071,31516,6192393
3531,120704,0,17180,13361,5944,103848,90744,4914927
1059,69606,1,12497,14523,3174,196214,28633,1754588
2339,77121,1,13298,6738,9064,104313,72501,3871069
3734,92618,0,15887,7006,8251,102202,51945,5624907
2271,44464,1,15677,8907,9037,128753,42972,4560745
864,102671,1,16277,4299,7695,85720,41987,1319937
916,101565,0,18854,4615,5742,74060,34539,1662881
2135,92778,0,17978,2891,3109,139995,51252,3304275
2568,108189,0,9029,6010,9755,183897,29230,5321789
1016,32509,0,6425,10952,8572,181287,75818,2132566
4531,76240,0,9605,3225,9982,61937,41574,6697076
1720,31955,1,18742,4296,7323,50587,72695,3107453
1160,105382,1,14309,6909,7839,183657,27565,2470546
3916,37078,1,7129,8516,3746,161138,36621,4548818
829,135847,1,19584,10367,6619,150428,42902,1853260
877,83932,0,9056,5176,9634,148231,20837,1276198
3782,121800,0,5240,13508,4291,168732,81361,4891532
659,112830,1,13356,2864,9811,120703,40525,1363027
1763,101699,1,6496,11878,5561,151398,20071,3886878
4674,75601,1,18597,8582,6661,52112,98627,9484563
2699,54377,1,16293,13772,3658,113980,29156,5465464
3064,102251,1,15698,4101,4364,139460,77932,3612990
2930,118062,0,5303,13644,7061,152113,35857,5760849
2537,69373,1,9774,4368,5352,154588,93253,4942841
2899,145869,1,18082,3242,3367,86587,85035,4787148
1724,86683,1,5911,13058,6540,139854,64879,2701959
2488,127997,1,10093,2927,3571,169912,99428,4881832
1365,145292,0,11047,7588,9953,125401,91623,1901998
890,85001,0,16164,8891,3774,104794,50278,1737796
1908,48754,1,17211,4943,7905,96295,91416,3556462
4530,126344,1,7761,6499,9328,91995,34554,7414722
4935,72970,0,5605,2346,7879,186873,84793,9627312
2054,107863,0,19794,8819,4650,69295,26220,2968173
4547,77055,0,6038,2488,6480,172761,99074,7085095
631,43221,1,19635,4847,8541,160143,27213,1473315
4179,112122,1,5406,4406,3299,158827,74160,7632254
3576,111628,1,6071,11272,6621,85507,65437,5973894
4972,43870,1,12830,9708,8375,97561,23974,6621372
2021,128546,1,9209,9085,9377,132819,84105,3088821
3769,33740,1,11598,3110,9956,179129,26089,6926224
940,49105,1,19204,4425,9386,88037,84937,1300493
2241,104387,1,9621,11122,7765,122579,61846,4121097
1703,71672,1,11088,8222,6536,140758,27220,2491305
740,140391,1,18109,11578,6983,105486,97965,1718527
3891,104902,1,9443,2969,8507,71745,26668,4942609
4221,133523,0,18253,6403,7445,168358,49255,6193185
4618,120358,0,19506,3934,6283,116754,87232,8453190
1703,112650,1,6452,5160,9434,69822,53124,3345749
2387,58519,1,7453,6786,9716,179867,86451,3336321
4770,80712,1,10499,9454,8626,171620,80227,7026001
697,88328,0,10180,13859,4668,177760,27552,1369593
4025,38687,1,11673,8799,6692,81682,30738,6667391
4694,84560,1,7987,2163,4357,112926,34546,8525525
1244,118478,1,7789,7414,5943,161971,93916,1768915
952,73622,0,16861,10842,8544,69879,76650,1318186
3762,89470,1,5200,13923,5856,131279,80629,4781710
3521,125616,0,12825,12551,4895,75571,53271,4477052
998,94949,1,11200,9920,4819,70191,79074,1398365
4187,98111,0,19420,9922,7233,98964,53007,8327670
3762,53892,0,13974,9641,5165,108489,60231,4623569
640,31082,1,7760,4094,3636,118284,57881,1009866
2214,81905,1,10225,6101,4203,126036,72115,3658985
3320,125106,0,9921,14140,7317,115542,98882,6815636
2722,147646,1,8713,11762,4393,161462,85771,5866805
2967,38735,0,10652,13334,7255,197408,35271,5276542
1175,41255,0,14130,13556,4227,52075,76010,1585812
4005,135137,1,8116,11338,5604,166542,83628,4530567
4102,40094,0,8617,6852,3527,111861,25607,5672860
1417,116234,0,15612,7007,9745,195968,97068,2036405
2322,90515,0,10190,4568,9946,193851,38895,4423296
4322,117010,1,13955,6938,7712,199259,94860,9050209
3103,60651,1,7894,5796,9095,126498,91757,3764482
2230,64918,0,14446,12043,4680,86320,87559,3385129
3928,36103,1,9619,14850,3214,78972,67100,7782758
4654,112803,1,12290,7933,9569,86228,94081,8466370
4218,147365,1,14990,4374,4941,177040,73991,8409435
2124,90146,0,10188,3931,7785,72307,44412,4313174
2306,84390,1,18422,9026,8652,189687,78906,3746576
4858,132279,1,9966,8887,7833,178523,60613,8725911
1954,79158,1,14461,9173,6128,103969,46726,3699655
853,57011,0,12540,6138,7868,95469,30597,1600709
3433,119565,1,19235,9449,4509,198007,74074,5076220
1440,88889,1,9193,3589,8683,132832,98494,3080003
4445,92267,0,16032,4943,4438,144280,78965,8203673
4642,133704,1,10441,9818,4454,100534,22884,7090513
729,81241,1,13904,7334,6202,74981,43746,1363293
3982,34191,1,13865,5096,9738,139655,95489,4422974
737,35623,0,9604,2907,4975,165256,40122,1617105
4272,32293,1,14133,6672,6089,166060,49260,5859686
4673,135695,0,5942,10451,9555,133509,82461,7250678
3281,50593,1,9471,10128,7238,191011,41473,5040392
3106,122703,0,8743,7537,4329,54056,96945,5506613
2484,132729,1,15108,7594,7512,112031,46633,3874624
3595,107302,0,11283,11324,4563,194510,85987,4656121
1552,91384,0,8836,14815,7909,111295,39905,3174237
850,65992,1,7428,4762,6184,76496,67773,1334649
1412,113160,0,19738,11869,5675,77057,55251,1734892
4945,45848,1,16566,2869,5887,79818,90653,6257046
1804,91173,0,14381,4031,6447,135169,90878,2967159
3023,142911,1,18048,14873,8607,107248,97112,4791218
791,45759,0,16145,10124,4786,70208,24781,1592692
1712,37517,1,15505,11780,4648,118422,83490,2417084
967,131797,0,18666,7237,4117,199221,29022,2107075
3777,60980,0,8624,10766,3454,175420,74187,4474413
3025,99126,1,14444,10332,6766,57835,39917,4786243
4075,120828,1,12391,6094,6220,190447,61852,8099047
3699,38455,0,12927,5372,6639,175527,44886,5510248
4825,36944,0,6909,8368,8776,81531,93789,9709147
1564,128621,0,15438,11398,3077,161643,78340,2949462
3963,94627,0,7674,8304,3646,145087,25126,7246075
2193,94723,1,8324,11277,4102,102870,27954,3660368
2894,146895,1,10833,2396,7935,173903,84373,4664054
2557,57100,0,7602,3864,3247,52524,89906,2987763
586,96176,1,10797,12255,6759,166749,32368,1081394
3092,30858,1,5154,8372,6292,117756,67288,5195428
4542,67011,0,16039,10629,4150,96778,23476,7547207
3420,126054,0,7674,8557,9184,157431,97418,7194179
503,137966,0,19150,8752,4938,164258,91424,1360932
3594,45437,1,18999,13623,8821,140426,92529,7048920
2021,55550,1,17057,7951,7999,71585,36326,2896694
3448,55861,0,17245,2651,3413,147632,96698,5191324
4357,71011,0,16833,4177,6690,72427,33122,5006236
2477,58929,0,15571,13168,3675,165752,50195,4224755
1974,31019,1,9503,10846,6249,187042,22676,2478602
1630,54284,0,6527,2848,5129,192094,38127,2657343
1380,107350,1,19005,11378,4409,52390,81443,2537330
1901,140839,1,5625,10669,4709,169772,56268,2822661
2475,144680,1,5685,3061,3332,175917,94424,4921323
2250,105640,0,14657,2975,5343,194359,94623,4186004
501,104015,1,15655,14140,3440,73835,99232,985397
1644,100909,1,16663,13088,9922,117852,69772,3689376
2138,62371,1,10209,7883,7807,111954,79225,3676342
648,43234,0,19277,2518,7590,130446,86406,954589
4747,93172,0,18248,13831,9053,65423,92898,6701596
2853,36357,1,17428,4948,3528,80529,24529,5914292
2543,51595,1,5869,9996,8706,75951,35492,5125181
2202,75599,1,8077,5802,4817,82712,40275,2852142
3429,37772,1,17005,10256,6622,90592,72354,6695415
1887,110103,1,15123,13457,5242,110536,66865,3475267
2163,83890,0,5904,6032,5545,191367,66813,2569562
2580,132205,1,18651,13868,7248,72641,68221,4947003
2496,58684,0,15042,11044,7439,134486,81920,3835054
4192,84085,0,7022,14457,8876,69363,64176,6100593
3730,89924,1,6242,11153,7211,73847,41583,5487804
1750,41708,1,15818,13544,6030,182265,44864,3198206
4962,37670,1,7711,10197,6997,70643,29070,8768220
2536,146237,0,6294,6359,8037,106176,95201,4546725
1037,144520,1,15977,6148,3103,88694,76897,1723046
2054,100470,0,17350,12258,5295,136767,68599,3846510
2652,32666,1,10937,4312,3986,88615,81091,3332999
1290,97989,1,14055,4853,8041,177166,23330,2968463
2448,146255,0,6556,8303,3363,143769,73095,3988746
4643,115672,1,15752,9190,5731,183962,20159,5517586
1935,71247,0,7302,13606,4864,144053,95917,3387758
3749,32473,1,5736,13679,4409,196231,74649,6339281
3348,145123,0,19461,4432,7983,64750,33733,3753422
613,55565,0,5778,13270,4172,196688,84132,979264
2843,52608,1,16714,6970,4226,132866,36356,6024658
661,123671,1,10525,13119,6445,111136,50381,1334122
4412,130709,1,10833,14030,6096,172878,72697,6002192
1003,126957,0,17907,11471,9119,163043,83671,1964535
3134,71214,1,12525,14537,3964,197316,38384,3598070
3005,60548,1,17375,13153,4813,82515,72539,3394692
1894,138505,1,14606,2617,6524,161509,40050,2571415
2009,64602,0,18680,4359,9600,138412,78118,3935044
2819,135346,0,9784,5931,5058,52857,49068,3776855
3750,124373,0,13035,7602,7011,175730,61586,6027300
979,50735,1,9736,4079,4284,148456,98959,1614173
4754,46806,0,13000,13852,9661,149634,84219,7661286
1254,91637,0,11590,4885,5272,97371,45190,2147987
4499,76292,1,19655,10284,8391,145519,41455,6703455
2336,59228,1,18209,13785,5807,76929,40232,3662140
703,134237,1,17560,11082,9189,78695,89800,1602887
3342,77986,1,11794,12151,3407,187854,76971,6626641
3849,72855,0,9732,14105,3013,77632,68712,5324454
3714,126780,0,5521,6129,3535,105425,95732,6033510
4091,110947,0,10697,5360,7460,87606,45636,7853137
4711,55864,0,7847,13210,3253,121442,31396,5735109
891,68840,1,9111,11559,5891,151805,32296,2143287
3914,55924,0,15607,14896,8526,140351,48856,7136121
3944,30554,1,11394,14795,4797,57719,60083,5667292
3273,79158,1,18081,8456,8878,74721,78437,4868692
2916,113685,0,17647,9829,7584,59507,87815,3810861
1738,97627,1,13422,7323,6860,80007,71057,2579932
3448,57749,1,19153,14319,6183,99459,99741,5868701
1240,133134,1,12420,14924,7296,107141,34803,1654353
4383,142195,1,13119,6715,3104,100036,22677,4872356
4632,80809,1,17899,6818,3227,57797,93386,9561296
3343,94076,0,11749,5500,9631,124353,29909,4405594
2035,104539,1,16656,7095,5029,109923,44381,4110787
868,85246,0,15756,14289,8818,163152,84777,1771602
2771,37463,1,5518,9674,3452,106101,23229,4292248
2457,81114,1,13675,11677,5927,104291,52006,4624657
1598,145178,0,15304,7302,4705,134227,80088,2064738
3271,104045,0,15458,9226,4210,178754,85674,6141499
1891,125402,1,8851,11504,4954,128437,28391,3919107
2147,108041,0,18519,8239,7648,107689,80991,3079778
2531,54466,0,17463,8648,6410,142800,80132,3604308
2178,48932,0,11855,13880,3082,85774,67134,2633026
2646,121952,1,17056,10402,3832,52895,99471,5316303
3324,137712,0,10004,9949,5389,74406,94840,6341791
3796,145864,0,10544,14225,3146,99077,96635,5779595
4670,68867,0,14225,9738,3985,66644,84214,6681620
4281,48984,1,13957,10974,5382,158485,76114,6525137
2731,65862,0,8360,10094,6730,94809,65461,4130281
3864,144361,0,18218,9136,9936,135155,67305,5908149
3628,130567,1,11052,9370,5726,157757,43085,4614312
1772,129370,0,11758,2111,8887,75250,48940,2072197
2479,123544,1,5987,11580,5270,180582,36719,4832753
4197,84896,1,13207,12215,7701,80884,63378,6001998
2687,32790,1,12495,7242,6447,149594,20587,4335173
2906,135383,0,19880,5784,6744,116610,65295,4149107
2076,89805,0,12092,14590,7343,73919,92304,3158337
3979,74449,1,14762,2696,7559,135357,53574,4665277
4045,57245,0,19518,9737,9567,94367,69980,5803224
1969,113593,0,18413,11052,8387,178344,74367,3285030
1479,61336,1,9427,10446,7955,140818,33880,3074633
1755,81515,0,5078,3252,7087,108432,98894,2624728
4188,140464,0,16280,11556,4605,172891,39278,4943897
2141,148411,0,6818,4974,3681,151290,97312,4178920
799,66269,0,14236,11780,3397,66173,79426,1340413
3542,65582,1,19740,14629,5308,129179,86259,7204914
900,118562,0,18328,12995,8539,110293,24766,2056615
1780,128652,1,14803,5409,4466,180597,40270,3806094
1361,130426,1,5431,2257,3440,99318,63031,2073368
3073,93720,1,15795,5131,4851,158261,47123,4277839
3284,143552,0,18731,7077,6551,180491,94057,6342356
4685,77827,1,15267,12468,8086,114104,76653,7179429
4659,50517,0,18336,10623,7685,94628,36888,6265134
1611,77365,1,19638,14079,3991,159210,71960,2530728
1556,123629,0,13804,2117,5992,199296,88578,2887953
1595,112131,1,19129,8076,5010,194240,38524,3499683
2800,99065,1,9350,4947,4728,88414,62184,4901683
4491,109497,1,13463,8169,3307,197232,68371,7776716
1013,92430,1,16899,2339,5696,70575,73897,2131489
4731,59456,1,17849,12410,3143,186821,72991,8780650
3176,58212,1,19334,3276,6618,106518,60052,6418424
620,134653,1,9431,10723,3329,144860,86492,1209997
2001,148788,1,13949,14636,4904,58884,97313,4409724
3347,95346,1,9303,5375,3783,130038,88886,4880328
1617,43930,0,17322,8520,3989,78613,45425,2270094
1004,137762,0,13305,13614,6232,73432,36064,1796235
3491,62915,0,10151,3596,9450,182201,49066,4731260
2123,95202,1,10016,2150,9734,162643,87940,3085156
2738,97245,0,6962,2828,5874,162884,58780,5719689
2933,114942,1,19491,12575,6198,111405,82371,3684997
1302,141938,0,8065,9870,8990,170667,80768,3011203
4873,61106,0,8948,10466,9599,131035,58462,8185951
1971,99526,1,12671,11419,5051,125825,70211,4285063
1326,58040,0,14025,11443,6563,159558,87512,2853094
1928,43962,1,12106,13442,4409,50347,81911,3484290
2943,103390,0,19174,10010,6910,159521,32725,5010623
4806,132140,0,19688,10448,7600,89396,29790,9865649
4281,109792,0,5928,2680,3185,129476,56565,6794250
2525,90665,1,10422,10073,8181,51545,69838,3317089
2817,100059,0,18429,8479,6352,125867,54322,5927630
1506,128672,1,15274,14195,6910,101868,86465,2446609
2137,91324,0,7915,11834,4304,180077,26934,2646192
1344,124855,0,14535,5111,4658,176426,67213,2700302
4993,146158,1,17505,4982,8953,156672,46073,7700466
3787,57669,1,10387,7075,6865,97616,44149,5580207
4003,32597,0,19199,11991,5787,168047,53888,6822836
3361,59210,0,19004,8473,6055,107473,88042,3826893
1138,90697,1,15283,2242,7965,90649,48401,2287813
992,31302,1,14389,7054,5409,85473,31391,1766438
3498,92583,0,17042,2479,5230,103382,86228,5519809
4157,107052,1,5197,7214,4005,116308,60846,8299062
